EQPT_REAL_ID,ALARM_ID,ALARM_LVL,ALARM_DESC,ALARM_STATION,SOLUTION
"STK01","0362","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0363","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0364","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0365","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0366","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0367","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0368","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0369","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0370","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0371","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0372","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0373","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0374","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0375","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0376","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0377","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0378","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0379","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0380","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0381","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0382","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0383","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0384","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0385","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0386","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0387","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0388","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0389","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0390","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0391","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0392","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0393","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0394","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0395","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0396","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0397","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0398","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0399","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0400","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0401","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0402","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0403","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0404","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0405","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0406","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0407","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0408","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0409","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0410","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0411","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0412","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0413","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0414","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0415","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0416","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0417","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0418","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0419","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0420","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0421","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0422","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0423","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0424","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0425","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0426","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0427","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0428","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0429","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0430","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0431","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0432","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0433","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0434","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0435","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0436","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0437","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0438","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0439","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0440","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0441","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0442","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0443","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0444","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0445","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0446","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0447","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0448","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0449","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0450","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0451","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0452","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0453","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0454","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0455","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0456","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0457","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0458","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0459","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0460","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0461","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0462","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0463","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0464","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0465","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0466","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0467","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0468","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0469","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0470","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0471","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0472","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0473","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0474","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0475","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0476","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0477","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0478","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0479","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0480","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0481","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0482","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0483","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0484","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0485","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0486","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0487","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0488","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0489","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0490","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0491","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0492","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0493","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0494","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0495","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0496","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0497","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0498","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0499","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0500","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0501","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0502","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0503","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0504","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0505","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0506","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0507","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0508","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0509","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0510","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0511","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0512","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0513","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0514","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0515","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0516","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0517","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0518","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0519","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0520","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0521","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0522","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0523","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0524","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0525","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0526","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0527","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0528","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0529","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0530","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0531","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0532","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0533","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0534","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0535","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0536","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0537","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0538","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0539","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0540","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0541","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0542","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0543","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0544","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0545","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0546","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0547","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0548","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0549","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0550","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0551","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0552","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0553","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0554","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0555","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0556","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0557","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0558","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0559","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0560","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0561","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0562","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0563","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0564","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0565","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0566","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0567","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0568","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0569","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0570","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0571","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0572","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0573","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0574","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0575","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0576","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0577","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0578","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0579","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0580","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0581","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0582","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0583","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0584","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0585","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0586","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0587","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0588","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0589","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0590","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0591","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0592","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0593","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0594","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0595","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0596","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0597","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0598","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0599","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0600","2","","ASEF3-K11-8F-3450-WIP",
"STK01","0601","1","PLC CC-IE was Disconnet","ASEF3-K11-8F-3450-WIP",
"STK01","0602","1","BC Alive Bit OFF","ASEF3-K11-8F-3450-WIP",
"STK01","0603","1","HS48-BC Request EQ ON/OFF Line T","ASEF3-K11-8F-3450-WIP",
"STK01","0604","1","HS49-BC回應未定義異常碼","ASEF3-K11-8F-3450-WIP",
"STK01","0605","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0606","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0607","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0608","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0609","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0610","1","HS55-Merge CMD Error","ASEF3-K11-8F-3450-WIP",
"STK01","0611","1","HS56-Merge CMD Reply Error","ASEF3-K11-8F-3450-WIP",
"STK01","0612","1","HS57-Merge CMD Reply Error","ASEF3-K11-8F-3450-WIP",
"STK01","0613","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0614","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0615","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0616","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0617","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0618","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0619","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0620","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0621","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0622","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0623","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0624","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0625","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0626","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0627","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0628","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0629","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0630","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0631","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0632","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0633","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0634","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0635","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0636","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0637","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0638","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0639","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0640","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0641","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0642","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0643","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0644","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0645","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0646","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0647","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0648","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0649","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0650","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0651","1","HS54-Reply BCR Read Report 異常1","ASEF3-K11-8F-3450-WIP",
"STK01","0652","1","HS54-Reply BCR Read Report 異常2","ASEF3-K11-8F-3450-WIP",
"STK01","0653","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0654","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0655","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0656","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0657","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0658","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0659","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0660","1","HW34-Reply Force Delete T.O","ASEF3-K11-8F-3450-WIP",
"STK01","0661","1","HW36-Reply Kick  Report Error14","ASEF3-K11-8F-3450-WIP",
"STK01","0662","1","HW36-Reply Kick  Report Error15","ASEF3-K11-8F-3450-WIP",
"STK01","0663","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0664","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0665","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0666","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0667","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0668","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0669","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0670","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0671","1","IF-1 上游Force Initial Timeout","ASEF3-K11-8F-3450-WIP",
"STK01","0672","1","IF-1 下游Force Initial Timeout","ASEF3-K11-8F-3450-WIP",
"STK01","0673","1","IF-2 上游Force Initial Timeout","ASEF3-K11-8F-3450-WIP",
"STK01","0674","1","IF-2 下游Force Initial Timeout","ASEF3-K11-8F-3450-WIP",
"STK01","0675","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0676","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0677","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0678","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0679","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0680","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0681","1","IF-1 下游T1 Timeout","ASEF3-K11-8F-3450-WIP",
"STK01","0682","1","IF-1 上游T2 Timeout","ASEF3-K11-8F-3450-WIP",
"STK01","0683","1","IF-1 下游T3 Timeout","ASEF3-K11-8F-3450-WIP",
"STK01","0684","1","IF-1 上游T4 Timeout","ASEF3-K11-8F-3450-WIP",
"STK01","0685","1","IF-1 上游T5 Timeout","ASEF3-K11-8F-3450-WIP",
"STK01","0686","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0687","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0688","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0689","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0690","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0691","1","IF-2 下游T1 Timeout","ASEF3-K11-8F-3450-WIP",
"STK01","0692","1","IF-2 上游T2 Timeout","ASEF3-K11-8F-3450-WIP",
"STK01","0693","1","IF-2 下游T3 Timeout","ASEF3-K11-8F-3450-WIP",
"STK01","0694","1","IF-2 上游T4 Timeout","ASEF3-K11-8F-3450-WIP",
"STK01","0695","1","IF-2上游T5 Timeout","ASEF3-K11-8F-3450-WIP",
"STK01","0696","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0697","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0698","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0699","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0700","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0701","1","BCR1 Connent Error","ASEF3-K11-8F-3450-WIP",
"STK01","0702","1","BCR1 Read Error","ASEF3-K11-8F-3450-WIP",
"STK01","0703","1","BCR2 Connent Error","ASEF3-K11-8F-3450-WIP",
"STK01","0704","1","BCR2 Read Error","ASEF3-K11-8F-3450-WIP",
"STK01","0705","1","BCR3 Connent Error","ASEF3-K11-8F-3450-WIP",
"STK01","0706","1","BCR3 Read Error","ASEF3-K11-8F-3450-WIP",
"STK01","0707","1","BCR4 Connent Error","ASEF3-K11-8F-3450-WIP",
"STK01","0708","1","BCR4 Read Error","ASEF3-K11-8F-3450-WIP",
"STK01","0709","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0710","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0711","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0712","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0713","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0714","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0715","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0716","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0717","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0718","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0719","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0720","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0721","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0722","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0723","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0724","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0725","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0726","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0727","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0728","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0729","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0730","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0731","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0732","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0733","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0734","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0735","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0736","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0737","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0738","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0739","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0740","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0741","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0742","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0743","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0744","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0745","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0746","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0747","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0748","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0749","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0750","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0751","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0752","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0753","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0754","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0755","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0756","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0757","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0758","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0759","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0760","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0761","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0762","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0763","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0764","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0765","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0766","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0767","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0768","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0769","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0770","1","人員維修門開啟過久","ASEF3-K11-8F-3450-WIP",
"STK01","0771","1","並批站維修門開啟過久","ASEF3-K11-8F-3450-WIP",
"STK01","0772","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0773","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0774","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0775","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0776","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0777","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0778","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0779","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0780","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0781","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0782","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0783","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0784","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0785","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0786","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0787","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0788","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0789","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0790","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0791","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0792","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0793","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0794","1","","ASEF3-K11-8F-3450-WIP",
"STK01","0795","1","","ASEF3-K11-8F-3450-WIP",
